name;image_url_fr_internet;image_url_fr_server;date_of_birth;place_of_birth;nationality;height;prefer_position_id;position_id;team_id;shirt_number;rating
Conor Townsend;https://s.hs-data.com/bilder/spieler/gross/202928.jpg;base_url/resources/images/players-pict/premier-league/west-brom/conor-townsend.webp;1993-03-04;Hessle, England;England;1.68;2;2;18;14;74
Semi Ajayi;https://s.hs-data.com/bilder/spieler/gross/229874.jpg;base_url/resources/images/players-pict/premier-league/west-brom/semi-ajayi.webp;1993-11-09;Crayford, England;Nigeria;1.93;3;3;18;6;68
Kyle Bartley;https://s.hs-data.com/bilder/spieler/gross/148325.jpg;base_url/resources/images/players-pict/premier-league/west-brom/kyle-bartley.webp;1991-05-22;Stockport, England;England;1.93;3;3;18;5;67
Kieran Gibbs;https://s.hs-data.com/bilder/spieler/gross/105804.jpg;base_url/resources/images/players-pict/premier-league/west-brom/kieran-gibbs.webp;1989-09-26;Lambeth, England;England;1.81;2;5;18;3;59
Branislav Ivanović;https://s.hs-data.com/bilder/spieler/gross/21890.jpg;base_url/resources/images/players-pict/premier-league/west-brom/branislav-ivanovic.webp;1984-02-22;Sremska Mitrovica, Serbia;Serbia;1.85;3;3;18;20;72
Cédric Kipré;https://s.hs-data.com/bilder/spieler/gross/328079.jpg;base_url/resources/images/players-pict/premier-league/west-brom/cedric-kipre.webp;1996-12-09;Paris, France;Ivory Coast;1.93;3;3;18;24;69
Dara O'Shea;https://s.hs-data.com/bilder/spieler/gross/346586.jpg;base_url/resources/images/players-pict/premier-league/west-brom/dara-o-shea.webp;1999-03-04;Dublin, Republic of Ireland;Republic of Ireland;1.85;3;4;18;27;68
Sam Field;https://s.hs-data.com/bilder/spieler/gross/331272.jpg;base_url/resources/images/players-pict/premier-league/west-brom/sam-field.webp;1998-05-08;Stourbridge, England;England;1.77;8;10;18;28;57
Jake Livermore;https://s.hs-data.com/bilder/spieler/gross/125592.jpg;base_url/resources/images/players-pict/premier-league/west-brom/jake-livermore.webp;1989-11-14;Enfield, England;England;1.81;8;10;18;8;66
Romaine Sawyers;https://s.hs-data.com/bilder/spieler/gross/150219.jpg;base_url/resources/images/players-pict/premier-league/west-brom/romaine-sawyers.webp;1991-11-02;Birmingham, England;St Kitts Nevis;1.75;10;8;18;19;69
Rekeem Harper;https://s.hs-data.com/bilder/spieler/gross/367261.jpg;base_url/resources/images/players-pict/premier-league/west-brom/rekeem-harper.webp;2000-03-08;Birmingham, England;England;1.88;10;8;18;16;52
Matt Phillips;https://s.hs-data.com/bilder/spieler/gross/114992.jpg;base_url/resources/images/players-pict/premier-league/west-brom/matt-phillips.webp;1991-03-13;Aylesbury, England;Scotland;1.83;11;14;18;10;61
Matheus Pereira;https://s.hs-data.com/bilder/spieler/gross/262283.jpg;base_url/resources/images/players-pict/premier-league/west-brom/matheus-pereira.webp;1996-05-05;Belo Horizonte, Brazil;Brazil;1.75;12;14;18;12;75
Conor Gallagher;https://s.hs-data.com/bilder/spieler/gross/381971.jpg;base_url/resources/images/players-pict/premier-league/west-brom/conor-gallagher.webp;2000-02-06;Epsom, England;England;1.82;12;10;18;18;66
Kamil Grosicki;https://s.hs-data.com/bilder/spieler/gross/58642.jpg;base_url/resources/images/players-pict/premier-league/west-brom/kamil-grosicki.webp;1988-06-08;Szczecin, Poland;Poland;1.80;9;13;18;13;64
Filip Krovinović;https://s.hs-data.com/bilder/spieler/gross/228826.jpg;base_url/resources/images/players-pict/premier-league/west-brom/filip-krovinovic.webp;1995-08-29;Zagreb, Croatia;Croatia;1.77;10;12;18;17;71
Kyle Edwards;https://s.hs-data.com/bilder/spieler/gross/330069.jpg;base_url/resources/images/players-pict/premier-league/west-brom/kyle-edwards.webp;1998-02-17;Dudley, England;England;1.72;13;9;18;21;61
Grady Diangana;https://s.hs-data.com/bilder/spieler/gross/332909.jpg;base_url/resources/images/players-pict/premier-league/west-brom/grady-diangana.webp;1998-04-19;Kinshasa, DR Congo;England;1.80;13;9;18;11;71
Karlan Ahearne-Grant;https://s.hs-data.com/bilder/spieler/gross/268360.jpg;base_url/resources/images/players-pict/premier-league/west-brom/karlan-ahearne-grant.webp;1997-09-18;Greenwich, England;England;1.83;18;13;18;29;69
Charlie Austin;https://s.hs-data.com/bilder/spieler/gross/156253.jpg;base_url/resources/images/players-pict/premier-league/west-brom/charlie-austin.webp;1989-07-05;Hungerford, Berkshire, England;England;1.88;18;18;18;15;60
Callum Robinson;https://s.hs-data.com/bilder/spieler/gross/227848.jpg;base_url/resources/images/players-pict/premier-league/west-brom/callum-robinson.webp;1995-02-02;Northampton, England;Republic of Ireland;1.78;18;13;18;7;69
Hal Robson-Kanu;https://s.hs-data.com/bilder/spieler/gross/121695.jpg;base_url/resources/images/players-pict/premier-league/west-brom/hal-robson-kanu.webp;1989-05-21;Acton, London, England;Wales;1.83;18;14;18;4;62

Łukasz Fabiański;https://s.hs-data.com/bilder/spieler/gross/27907.jpg;base_url/resources/images/players-pict/premier-league/west-ham/lukasz-fabianski.webp;1985-04-18;Kostrzyn nad Odrą, Poland;Poland;1.90;1;1;19;1;77
David Martin;https://s.hs-data.com/bilder/spieler/gross/33485.jpg;base_url/resources/images/players-pict/premier-league/west-ham/david-martin.webp;1986-01-22;Romford, London, England;England;1.85;1;1;19;25;-
Darren Randolph;https://s.hs-data.com/bilder/spieler/gross/40387.jpg;base_url/resources/images/players-pict/premier-league/west-ham/darren-randolph.webp;1987-05-12;Bray, Republic of Ireland;Republic of Ireland;1.88;1;1;19;35;67
Vladimir Coufal;https://s.hs-data.com/bilder/spieler/gross/227673.jpg;base_url/resources/images/players-pict/premier-league/west-ham/vladimir-coufal.webp;1992-08-22;Ostrava, Czech Republic;Czech Republic;1.79;4;6;19;5;75
Ryan Fredericks;https://s.hs-data.com/bilder/spieler/gross/196289.jpg;base_url/resources/images/players-pict/premier-league/west-ham/ryan-fredericks.webp;1992-10-10;Hammersmith, England;England;1.81;4;6;19;24;75
Ben Johnson;https://s.hs-data.com/bilder/spieler/gross/403020.jpg;base_url/resources/images/players-pict/premier-league/west-ham/ben-johnson.webp;2000-01-24;Waltham Forest, England;England;1.75;4;2;19;31;-
Aaron Cresswell;https://s.hs-data.com/bilder/spieler/gross/132348.jpg;base_url/resources/images/players-pict/premier-league/west-ham/aaron-cresswell.webp;1989-12-15;Liverpool, England;England;1.70;2;3;19;3;76
Arthur Masuaku;https://s.hs-data.com/bilder/spieler/gross/229191.jpg;base_url/resources/images/players-pict/premier-league/west-ham/arthur-masuaku.webp;1993-11-07;Lille, France;DR Congo;1.79;2;5;19;26;72
Ajibola Alese;https://s.hs-data.com/bilder/spieler/gross/397691.jpg;base_url/resources/images/players-pict/premier-league/west-ham/ajibola-alese.webp;2001-01-17;Islington, England;England;1.92;3;2;19;42;-
Fabián Balbuena;https://s.hs-data.com/bilder/spieler/gross/205768.jpg;base_url/resources/images/players-pict/premier-league/west-ham/fabian-balbuena.webp;1991-08-23;	Ciudad del Este, Paraguay;Paraguay;1.88;3;3;19;4;70
Craig Dawson;https://ligacdn.com/storage/images/news/2020/10/13/perkuat-pertahanan-west-ham-pinjam-craig-dawson-dari-watford.jpeg;base_url/resources/images/players-pict/premier-league/west-ham/craig-dawson.webp;1990-05-06;Rochdale, England;England;1.88;3;3;19;15;72
Issa Diop;https://s.hs-data.com/bilder/spieler/gross/332208.jpg;base_url/resources/images/players-pict/premier-league/west-ham/issa-diop.webp;1997-01-09;Toulouse, France;France;1.94;3;3;19;23;75
Angelo Ogbonna;https://s.hs-data.com/bilder/spieler/gross/74686.jpg;base_url/resources/images/players-pict/premier-league/west-ham/angelo-ogbonna.webp;1988-05-23;Cassino, Italy;Italy;1.91;3;3;19;21;75
Conor Coventry;https://s.hs-data.com/bilder/spieler/gross/344418.jpg;base_url/resources/images/players-pict/premier-league/west-ham/conor-coventry.webp;2000-03-25;Waltham Forest, London, England;Republic of Ireland;1.77;10;8;19;54;-
Declan Rice;https://s.hs-data.com/bilder/spieler/gross/331656.jpg;base_url/resources/images/players-pict/premier-league/west-ham/declan-rice.webp;1999-01-14;Kingston upon Thames, England;England;1.85;8;10;19;41;85
Tomáš Souček;https://s.hs-data.com/bilder/spieler/gross/257950.jpg;base_url/resources/images/players-pict/premier-league/west-ham/tomas-soucek.webp;1995-02-27;Havlíčkův Brod, Czech Republic;Czech Republic;1.92;8;10;19;28;77
Jarrod Bowen;https://s.hs-data.com/bilder/spieler/gross/363607.jpg;base_url/resources/images/players-pict/premier-league/west-ham/jarrod-bowen.webp;1996-12-20;Leominster, England;England;1.75;11;14;19;20;78
Pablo Fornals;https://s.hs-data.com/bilder/spieler/gross/330423.jpg;base_url/resources/images/players-pict/premier-league/west-ham/pablo-fornals.webp;1996-02-22;Castellón, Spain;Spain;1.78;9;12;19;18;76
Manuel Lanzini;https://s.hs-data.com/bilder/spieler/gross/169334.jpg;base_url/resources/images/players-pict/premier-league/west-ham/manuel-lanzini.webp;1993-02-15;Ituzaingó, Argentina;Argentina;1.67;12;9;19;10;67
Mark Noble;https://s.hs-data.com/bilder/spieler/gross/33446.jpg;base_url/resources/images/players-pict/premier-league/west-ham/mark-noble.webp;1987-05-08;Canning Town, London, England;England;1.80;12;10;19;16;76
Robert Snodgrass;https://s.hs-data.com/bilder/spieler/gross/39757.jpg;base_url/resources/images/players-pict/premier-league/west-ham/rovert-snodgrass.webp;1987-09-07;Glasgow, Scotland;Scotland;1.83;11;10;19;11;74
Andriy Yarmolenko;https://s.hs-data.com/bilder/spieler/gross/114570.jpg;base_url/resources/images/players-pict/premier-league/west-ham/andriy-yarmolenko.webp;1989-10-23;Leningrad, Russia;Ukraine;1.89;14;12;19;7;69
Saïd Benrahma;https://miro.medium.com/max/720/1*bGLeuMJFHWfwFAE01d9gZA.jpeg;base_url/resources/images/players-pict/premier-league/west-ham/said-benrahma.webp;1995-08-10;Aïn Témouchent, Algeria;Algeria;1.72;13;13;19;9;73
Michail Antonio;https://s.hs-data.com/bilder/spieler/gross/153053.jpg;base_url/resources/images/players-pict/premier-league/west-ham/michail-antonio.webp;1990-03-28;Wandsworth, England;England;1.80;18;11;19;30;87
Sébastien Haller;https://s.hs-data.com/bilder/spieler/gross/189543.jpg;base_url/resources/images/players-pict/premier-league/west-ham/sebastian-haller.webp;1994-06-22;Ris Orangis, France;France;1.90;18;18;19;22;67

Rui Patrício;https://s.hs-data.com/bilder/spieler/gross/58120.jpg;base_url/resources/images/players-pict/premier-league/wolves/rui-patricio.webp;1988-02-15;Regueira de Pontes, Portugal;Portugal;1.90;1;1;20;11;85
John Ruddy;https://s.hs-data.com/bilder/spieler/gross/37123.jpg;base_url/resources/images/players-pict/premier-league/wolves/john-ruddy.webp;1986-10-24;St Ives, England;England;1.93;1;1;20;21;50
Nélson Semedo;https://s.hs-data.com/bilder/spieler/gross/231910.jpg;base_url/resources/images/players-pict/premier-league/wolves/nelson-semedo.webp;1993-11-16;Lisbon, Portugal;Portugal;1.77;4;4;20;22;81
Ki-Jana Hoever;https://s.hs-data.com/bilder/spieler/gross/388993.jpg;base_url/resources/images/players-pict/premier-league/wolves/ki-jana-hoever.webp;2002-01-18;Amsterdam, Netherlands;Netherlands;1.80;4;3;20;2;-
Luke Matheson;https://i2-prod.manchestereveningnews.co.uk/incoming/article17670999.ece/ALTERNATES/s1200c/0_Wolverhampton-Wanderers-Unveil-New-Signing-Luke-Matheson.jpg;base_url/resources/images/players-pict/premier-league/wolves/luke-matheson.webp;2002-10-03;Fallowfield, England;England;1.68;4;4;20;41;-
Willy Boly;https://s.hs-data.com/bilder/spieler/gross/180670.jpg;base_url/resources/images/players-pict/premier-league/wolves/willy-boly.webp;1991-02-03;Melun, France;France;1.95;4;2;20;15;83
Rayan Aït Nouri;https://tmssl.akamaized.net/images/portrait/originals/578391-1544024458.jpg;base_url/resources/images/players-pict/premier-league/wolves/rayan-ait-nouri.webp;2001-06-06;Montreuil, France;France;1.79;2;2;20;3;67
Max Kilman;https://s.hs-data.com/bilder/spieler/gross/407550.jpg;base_url/resources/images/players-pict/premier-league/wolves/max-kilman.webp;1997-05-23;Chelsea, England;England;1.92;2;3;20;49;-
Fernando Marçal;https://s.hs-data.com/bilder/spieler/gross/205306.jpg;base_url/resources/images/players-pict/premier-league/wolves/fernando-marcal.webp;1989-02-19;São Paulo, Brazil;Brazil;1.78;2;3;20;5;72
Romain Saïss;https://s.hs-data.com/bilder/spieler/gross/205705.jpg;base_url/resources/images/players-pict/premier-league/wolves/romain-saiss.webp;1990-03-26;Bourg-de-Péage, France;Morocco;1.90;2;3;20;27;82
Conor Coady;https://s.hs-data.com/bilder/spieler/gross/180932.jpg;base_url/resources/images/players-pict/premier-league/wolves/conor-coady.webp;1993-02-25;St Helens, England;England;1,86;3;3;20;16;80
Roderick Miranda;https://s.hs-data.com/bilder/spieler/gross/158674.jpg;base_url/resources/images/players-pict/premier-league/wolves/roderick-miranda.webp;1991-03-30;Odivelas, Portugal;Portugal;1.92;3;3;20;25;69
Oskar Buur;https://s.hs-data.com/bilder/spieler/gross/318210.jpg;base_url/resources/images/players-pict/premier-league/wolves/oskar-buur.webp;1998-03-31;Skanderborg, Denmark;Denmark;1.78;4;6;20;59;-
Jonny Castro;https://s.hs-data.com/bilder/spieler/gross/211914.jpg;base_url/resources/images/players-pict/premier-league/wolves/jonny-castro.webp;1994-03-03;Vigo, Spain;Spain;1.75;9;9;20;19;69
Rúben Neves;https://s.hs-data.com/bilder/spieler/gross/267933.jpg;base_url/resources/images/players-pict/premier-league/wolves/ruben-neves.webp;1997-03-13;Mozelos, Portugal;Portugal;1.83;10;10;20;8;80
Leander Dendoncker;http://s.hs-data.com/bilder/spieler/gross/210854.jpg;base_url/resources/images/players-pict/premier-league/wolves/leander-dendoncker.webp;1995-04-15;Passendale, Belgium;Belgium;1.88;8;10;20;32;75
Vítor Ferreira;https://s.hs-data.com/bilder/spieler/gross/379298.jpg;base_url/resources/images/players-pict/premier-league/wolves/vitor-ferreira.webp;2000-02-13;Póvoa de Lanhoso, Portugal;Portugal;1.72;10;10;20;20;-
João Moutinho;https://s.hs-data.com/bilder/spieler/gross/37701.jpg;base_url/resources/images/players-pict/premier-league/wolves/joao-moutinho.webp;1986-09-08;Barreiro, Portugal;Portugal;1.70;10;10;20;28;76
Owen Otasowie;https://wolves-cdn.azureedge.net/media/11301/otasowie-new-contract.jpg;base_url/resources/images/players-pict/premier-league/wolves/owen-otasowie.webp;2001-01-06;New York, United States;United States;1.88;8;3;20;54;-
Daniel Podence;https://s.hs-data.com/bilder/spieler/gross/228429.jpg;base_url/resources/images/players-pict/premier-league/wolves/daniel-podence.webp;1995-10-21;Oeiras, Portugal;Portugal;1.65;13;16;20;10;74
Pedro Neto;https://s.hs-data.com/bilder/spieler/gross/379295.jpg;base_url/resources/images/players-pict/premier-league/wolves/pedro-neto.webp;2000-03-09;Viana do Castelo, Portugal;Portugal;1.72;13;14;20;7;73
Adama Traoré;https://s.hs-data.com/bilder/spieler/gross/227381.jpg;base_url/resources/images/players-pict/premier-league/wolves/adama-traore.webp;1996-01-25;L'Hospitalet de Llobregat, Spain;Spain;1.78;14;6;20;37;71
Raúl Jiménez;https://s.hs-data.com/bilder/spieler/gross/188582.jpg;base_url/resources/images/players-pict/premier-league/wolves/raul-jimenez.webp;1991-05-05;Tepeji, Hidalgo, Mexico;Mexico;1.90;18;18;20;9;83
Fábio Silva;https://s.hs-data.com/bilder/spieler/gross/402538.jpg;base_url/resources/images/players-pict/premier-league/wolves/fabio-silva.webp;2002-07-19;Gondomar, Portugal;Portugal;1.85;18;18;20;17;-
